CY,Code,Year,Country,Bud,Christ,Folk,Hindu,Jew,Mus,Other,Un
VIR_2010,VIR,2010,U.S. Virgin Islands,0,0.962436548,0,0,0,0,0,0.037563452
URY_2010,URY,2010,Uruguay,0,0.587221095,0,0,0,0,0,0.412778905
UZB_2010,UZB,2010,Uzbekistan,0,0.023232323,0,0,0,0.976767677,0,0
VUT_2010,VUT,2010,Vanuatu,0,0.933,0.041,0,0,0,0.014,0.012
VEN_2010,VEN,2010,Venezuela,0,0.899295065,0,0,0,0,0,0.100704935
VNM_2010,VNM,2010,Vietnam,0.164824121,0.08241206,0.455276382,0,0,0,0,0.297487437
WLF_2010,WLF,2010,Wallis and Futuna,0,0.987829615,0.012170385,0,0,0,0,0
ESH_2010,ESH,2010,Western Sahara,0,0,0,0,0,1,0,0
YEM_2010,YEM,2010,Yemen,0,0,0,0,0,1,0,0
ZMB_2010,ZMB,2010,Zambia,0,1,0,0,0,0,0,0
ZWE_2010,ZWE,2010,Zimbabwe,0,0.881458967,0.038500507,0,0,0,0,0.080040527
SSD_2010,SSD,2010,South Sudan,0,0.607429719,0.330321285,0,0,0.062248996,0,0
CUW_2010,CUW,2010,Curacao,0,0.954268293,0.012195122,0,0,0,0,0.033536585
SXM_2010,SXM,2010,Sint Maarten,0,0.954268293,0.012195122,0,0,0,0,0.033536585
BES_2010,BES,2010,Caribbean Netherlands,0,0.954268293,0.012195122,0,0,0,0,0.033536585
AFG_2020,AFG,2020,Afghanistan,0,0,0,0,0,1,0,0
ALB_2020,ALB,2020,Albania,0,0.16902834,0,0,0,0.83097166,0,0
DZA_2020,DZA,2020,Algeria,0,0,0,0,0,0.981945838,0,0.018054162
ASM_2020,ASM,2020,American Samoa,0,1,0,0,0,0,0,0
AND_2020,AND,2020,Andorra,0,0.910478128,0,0,0,0,0,0.089521872
AGO_2020,AGO,2020,Angola,0,0.905905906,0.042042042,0,0,0,0,0.052052052
AIA_2020,AIA,2020,Anguilla,0,0.914228052,0.02926337,0,0,0,0.016145308,0.040363269
ATG_2020,ATG,2020,Antigua and Barbuda,0,0.946083418,0.036622584,0,0,0,0,0.017293998
ARG_2020,ARG,2020,Argentina,0,0.875897436,0,0,0,0,0,0.124102564
ARM_2020,ARM,2020,Armenia,0,0.986947791,0,0,0,0,0,0.013052209
ABW_2020,ABW,2020,Aruba,0,0.92431887,0.013118063,0,0,0,0,0.062563068
AUS_2020,AUS,2020,Australia,0.029622063,0.630234934,0,0.017364658,0,0.030643514,0,0.292134831
AUT_2020,AUT,2020,Austria,0,0.791120081,0,0,0,0.062563068,0,0.146316852
AZE_2020,AZE,2020,Azerbaijan,0,0.026026026,0,0,0,0.973973974,0,0
BHS_2020,BHS,2020,Bahamas,0,0.969758065,0,0,0,0,0,0.030241935
BHR_2020,BHR,2020,Bahrain,0.031281534,0.142280525,0,0.102926337,0,0.70332997,0,0.020181635
BGD_2020,BGD,2020,Bangladesh,0,0,0,0.082828283,0,0.917171717,0,0
BRB_2020,BRB,2020,Barbados,0,0.966497462,0,0,0,0,0.014213198,0.01928934
BLR_2020,BLR,2020,Belarus,0,0.711983887,0,0,0,0,0,0.288016113
BEL_2020,BEL,2020,Belgium,0,0.611111111,0,0,0,0.075757576,0,0.313131313
BLZ_2020,BLZ,2020,Belize,0,0.883064516,0.015120968,0,0.01108871,0,0,0.090725806
BEN_2020,BEN,2020,Benin,0,0.522522523,0.179179179,0,0,0.246246246,0,0.052052052
BMU_2020,BMU,2020,Bermuda,0,0.76142132,0.030456853,0,0,0.011167513,0,0.196954315
BTN_2020,BTN,2020,Bhutan,0.753784057,0,0.019172553,0.227043391,0,0,0,0
BOL_2020,BOL,2020,Bolivia,0,0.958205912,0,0,0,0,0,0.041794088
BIH_2020,BIH,2020,Bosnia-Herzegovina,0,0.511,0,0,0,0.465,0,0.024
BWA_2020,BWA,2020,Botswana,0,0.777212614,0.044760936,0,0,0,0,0.17802645
BRA_2020,BRA,2020,Brazil,0,0.883650953,0.032096289,0,0,0,0,0.084252758
VGB_2020,VGB,2020,British Virgin Islands,0,0.851814516,0.084677419,0.012096774,0,0.012096774,0,0.039314516
BRN_2020,BRN,2020,Brunei,0.086606244,0.094662638,0.062437059,0,0,0.756294058,0,0
BGR_2020,BGR,2020,Bulgaria,0,0.810810811,0,0,0,0.142142142,0,0.047047047
BFA_2020,BFA,2020,Burkina Faso,0,0.218090452,0.151758794,0,0,0.630150754,0,0
BDI_2020,BDI,2020,Burundi,0,0.910910911,0.06006006,0,0,0.029029029,0,0
KHM_2020,KHM,2020,Cambodia,0.979757085,0,0,0,0,0.020242915,0,0
CMR_2020,CMR,2020,Cameroon,0,0.696,0.032,0,0,0.193,0.027,0.052
CAN_2020,CAN,2020,Canada,0.01001001,0.664664665,0.012012012,0.017017017,0.011011011,0.028028028,0.012012012,0.245245245
CPV_2020,CPV,2020,Cape Verde,0,0.895687061,0.014042126,0,0,0,0,0.090270812
CYM_2020,CYM,2020,Cayman Islands,0,0.857289528,0.046201232,0,0,0,0,0.09650924
CAF_2020,CAF,2020,Central African Republic,0,0.898989899,0.01010101,0,0,0.090909091,0,0
TCD_2020,TCD,2020,Chad,0,0.411411411,0.013013013,0,0,0.551551552,0,0.024024024
CHA_2020,CHA,2020,Channel Islands,0,0.857142857,0,0,0,0,0,0.142857143
CHL_2020,CHL,2020,Chile,0,0.887437186,0.015075377,0,0,0,0,0.097487437
CHN_2020,CHN,2020,China,0.184475806,0.052419355,0.220766129,0,0,0.02016129,0,0.522177419
COL_2020,COL,2020,Colombia,0,0.932323232,0,0,0,0,0,0.067676768
COM_2020,COM,2020,Comoros,0,0,0,0,0,1,0,0
COG_2020,COG,2020,Republic of the Congo,0,0.871,0.027,0,0,0.012,0.01,0.08
COD_2020,COD,2020,Democratic Republic of the Congo,0,0.967676768,0,0,0,0.015151515,0,0.017171717
COK_2020,COK,2020,Cook Islands,0,0.967741935,0,0,0,0,0,0.032258065
CRI_2020,CRI,2020,Costa Rica,0,0.91902834,0,0,0,0,0,0.08097166
CIV_2020,CIV,2020,Ivory Coast,0,0.440881764,0.105210421,0,0,0.372745491,0,0.081162325
HRV_2020,HRV,2020,Croatia,0,0.933,0,0,0,0.016,0,0.051
CUB_2020,CUB,2020,Cuba,0,0.590772317,0.176529589,0,0,0,0,0.232698094
CYP_2020,CYP,2020,Cyprus,0,0.728830645,0,0,0,0.252016129,0,0.019153226
CZE_2020,CZE,2020,Czech Republic,0,0.210473313,0,0,0,0,0,0.789526687
DNK_2020,DNK,2020,Denmark,0,0.827272727,0,0,0,0.051515152,0,0.121212121
DJI_2020,DJI,2020,Djibouti,0,0.023185484,0,0,0,0.976814516,0,0
DMA_2020,DMA,2020,Dominica,0,0.952573158,0.030272452,0,0,0,0.01715439,0
DOM_2020,DOM,2020,Dominican Republic,0,0.889787664,0,0,0,0,0,0.110212336
ECU_2020,ECU,2020,Ecuador,0,0.9437751,0,0,0,0,0,0.0562249
EGY_2020,EGY,2020,Egypt,0,0.047,0,0,0,0.953,0,0
SLV_2020,SLV,2020,El Salvador,0,0.887096774,0,0,0,0,0,0.112903226
GNQ_2020,GNQ,2020,Equatorial Guinea,0,0.892354125,0.017102616,0,0,0.040241449,0,0.050301811
ERI_2020,ERI,2020,Eritrea,0,0.632160804,0,0,0,0.367839196,0,0
EST_2020,EST,2020,Estonia,0,0.394974874,0,0,0,0,0,0.605025126
ETH_2020,ETH,2020,Ethiopia,0,0.61961962,0.021021021,0,0,0.359359359,0,0
FRO_2020,FRO,2020,Faeroe Islands,0,0.982948847,0,0,0,0,0,0.017051153
FLK_2020,FLK,2020,Falkland Islands (Malvinas),0,0.680851064,0,0,0,0,0,0.319148936
FJI_2020,FJI,2020,Fiji,0,0.653144016,0,0.28296146,0,0.063894523,0,0
FIN_2020,FIN,2020,Finland,0,0.778557114,0,0,0,0.013026052,0,0.208416834
FRA_2020,FRA,2020,France,0,0.591047813,0,0,0,0.084435402,0,0.324516785
GUF_2020,GUF,2020,French Guiana,0,0.846774194,0.086693548,0.014112903,0,0.013104839,0,0.039314516
PYF_2020,PYF,2020,French Polynesia,0,0.950455005,0,0,0,0,0,0.049544995
GAB_2020,GAB,2020,Gabon,0,0.762096774,0.057459677,0,0,0.122983871,0,0.057459677
GMB_2020,GMB,2020,Gambia,0,0.042211055,0,0,0,0.957788945,0,0
GEO_2020,GEO,2020,Georgia,0,0.883064516,0,0,0,0.116935484,0,0
DEU_2020,DEU,2020,Germany,0,0.665322581,0,0,0,0.069556452,0,0.265120968
GHA_2020,GHA,2020,Ghana,0,0.73747495,0.049098196,0,0,0.175350701,0,0.038076152
GIB_2020,GIB,2020,Gibraltar,0,0.891566265,0,0.018072289,0.021084337,0.040160643,0,0.029116466
GRC_2020,GRC,2020,Greece,0,0.879518072,0,0,0,0.059236948,0,0.06124498
GRL_2020,GRL,2020,Greenland,0,0.97464503,0,0,0,0,0,0.02535497
GRD_2020,GRD,2020,Grenada,0,0.986721144,0.013278856,0,0,0,0,0
GLP_2020,GLP,2020,Guadeloupe,0,0.974593496,0,0,0,0,0,0.025406504
GUM_2020,GUM,2020,Guam,0.010989011,0.941058941,0.014985015,0,0,0,0.015984016,0.016983017
GTM_2020,GTM,2020,Guatemala,0,0.960685484,0,0,0,0,0,0.039314516
GIN_2020,GIN,2020,Guinea,0,0.108108108,0.027027027,0,0,0.846846847,0,0.018018018
GNB_2020,GNB,2020,Guinea-Bissau,0,0.189,0.306,0,0,0.461,0,0.044
GUY_2020,GUY,2020,Guyana,0,0.683786506,0,0.234642497,0,0.06143001,0,0.020140987
HTI_2020,HTI,2020,Haiti,0,0.871743487,0.021042084,0,0,0,0,0.107214429
VAT_2020,VAT,2020,Vatican City,0,1,0,0,0,0,0,0
HND_2020,HND,2020,Honduras,0,0.882946519,0.011099899,0,0,0,0,0.105953582
HKG_2020,HKG,2020,Hong Kong,0.133668342,0.149748744,0.130653266,0,0,0.021105528,0.015075377,0.549748744
HUN_2020,HUN,2020,Hungary,0,0.796184739,0,0,0,0,0,0.203815261
ISL_2020,ISL,2020,Iceland,0,0.960163432,0,0,0,0,0,0.039836568
IND_2020,IND,2020,India,0,0.024291498,0,0.798582996,0,0.155870445,0.021255061,0
IDN_2020,IDN,2020,Indonesia,0,0.103238866,0,0.016194332,0,0.880566802,0,0
IRN_2020,IRN,2020,Iran,0,0,0,0,0,1,0,0
IRQ_2020,IRQ,2020,Iraq,0,0,0,0,0,1,0,0
IRL_2020,IRL,2020,Ireland,0,0.905146317,0,0,0,0.015136226,0,0.079717457
IMN_2020,IMN,2020,Isle of Man,0,0.845226131,0,0,0,0,0,0.154773869
ISR_2020,ISR,2020,Israel,0,0.020140987,0,0,0.745216516,0.202416918,0,0.032225579
ITA_2020,ITA,2020,Italy,0,0.815338042,0,0,0,0.049445005,0,0.135216953
JAM_2020,JAM,2020,Jamaica,0,0.781597573,0.046511628,0,0,0,0,0.171890799
JPN_2020,JPN,2020,Japan,0.333668342,0.018090452,0,0,0,0,0.045226131,0.603015075
JOR_2020,JOR,2020,Jordan,0,0.021169355,0,0,0,0.978830645,0,0
KAZ_2020,KAZ,2020,Kazakhstan,0,0.233097881,0,0,0,0.72653885,0,0.040363269
KEN_2020,KEN,2020,Kenya,0,0.845845846,0.015015015,0,0,0.105105105,0.011011011,0.023023023
KIR_2020,KIR,2020,Kiribati,0,0.977822581,0,0,0,0,0.022177419,0
XKX_2020,XKX,2020,Kosovo,0,0.056056056,0,0,0,0.943943944,0,0
KWT_2020,KWT,2020,Kuwait,0.054216867,0.136546185,0,0.09939759,0,0.709839357,0,0
KGZ_2020,KGZ,2020,Kyrgyzstan,0,0.100603622,0,0,0,0.899396378,0,0
LAO_2020,LAO,2020,Laos,0.651068159,0.01525941,0.333672431,0,0,0,0,0
LVA_2020,LVA,2020,Latvia,0,0.545180723,0,0,0,0,0,0.454819277
LBN_2020,LBN,2020,Lebanon,0,0.385542169,0,0,0,0.614457831,0,0
LSO_2020,LSO,2020,Lesotho,0,0.971943888,0,0,0,0,0,0.028056112
LBR_2020,LBR,2020,Liberia,0,0.868076536,0,0,0,0.117824773,0,0.014098691
LBY_2020,LBY,2020,Libya,0,0.027190332,0,0,0,0.972809668,0,0
LIE_2020,LIE,2020,Liechtenstein,0,0.920841683,0,0,0,0.0501002,0,0.029058116
LTU_2020,LTU,2020,Lithuania,0,0.901705115,0,0,0,0,0,0.098294885
LUX_2020,LUX,2020,Luxembourg,0,0.708835341,0,0,0,0.023092369,0,0.268072289
MAC_2020,MAC,2020,Macau,0.175101215,0.072874494,0.596153846,0,0,0,0,0.155870445
MKD_2020,MKD,2020,Republic of Macedonia,0,0.551,0,0,0,0.436,0,0.013
MDG_2020,MDG,2020,Madagascar,0,0.848697395,0.047094188,0,0,0.031062124,0,0.073146293
MWI_2020,MWI,2020,Malawi,0,0.834834835,0.017017017,0,0,0.128128128,0,0.02002002
MYS_2020,MYS,2020,Malaysia,0.158266129,0.094758065,0.022177419,0.058467742,0,0.666330645,0,0
MDV_2020,MDV,2020,Maldives,0,0,0,0,0,1,0,0
MLI_2020,MLI,2020,Mali,0,0.024120603,0.025125628,0,0,0.950753769,0,0
MLT_2020,MLT,2020,Malta,0,0.974874372,0,0,0,0,0,0.025125628
MHL_2020,MHL,2020,Marshall Islands,0,0.984848485,0,0,0,0,0,0.015151515
MTQ_2020,MTQ,2020,Martinique,0,0.976720648,0,0,0,0,0,0.023279352
MRT_2020,MRT,2020,Mauritania,0,0,0,0,0,1,0,0
MUS_2020,MUS,2020,Mauritius,0,0.332657201,0,0.490872211,0,0.176470588,0,0
MYT_2020,MYT,2020,Mayotte,0,0,0,0,0,1,0,0
MEX_2020,MEX,2020,Mexico,0,0.942885772,0,0,0,0,0,0.057114228
FSM_2020,FSM,2020,Federated States of Micronesia,0,0.97244898,0.02755102,0,0,0,0,0
MDA_2020,MDA,2020,Moldova,0,0.986828774,0,0,0,0,0,0.013171226
MCO_2020,MCO,2020,Monaco,0,0.865191147,0,0,0.017102616,0,0,0.117706237
MNG_2020,MNG,2020,Mongolia,0.544,0.023,0.034,0,0,0.034,0,0.365
MNE_2020,MNE,2020,Montenegro,0,0.766,0,0,0,0.203,0,0.031
MSR_2020,MSR,2020,Montserrat,0,0.936873747,0,0,0,0,0.01503006,0.048096192
MAR_2020,MAR,2020,Morocco,0,0,0,0,0,1,0,0
MOZ_2020,MOZ,2020,Mozambique,0,0.578578579,0.076076076,0,0,0.172172172,0,0.173173173
MMR_2020,MMR,2020,Burma (Myanmar),0.803625378,0.078549849,0.058408862,0.017119839,0,0.042296073,0,0
NAM_2020,NAM,2020,Namibia,0,0.980885312,0,0,0,0,0,0.019114688
NRU_2020,NRU,2020,Nauru,0.010989011,0.789210789,0.080919081,0,0,0,0.073926074,0.044955045
NPL_2020,NPL,2020,Nepal,0.100806452,0,0.036290323,0.8125,0,0.050403226,0,0
NLD_2020,NLD,2020,Netherlands,0,0.480203046,0,0,0,0.070050761,0,0.449746193
NCL_2020,NCL,2020,New Caledonia,0,0.865853659,0,0,0,0.028455285,0,0.105691057
NZL_2020,NZL,2020,New Zealand,0.01928934,0.537055838,0,0.025380711,0,0.016243655,0,0.402030457
NIC_2020,NIC,2020,Nicaragua,0,0.8555667,0.014042126,0,0,0,0,0.130391174
NER_2020,NER,2020,Niger,0,0,0,0,0,1,0,0
NGA_2020,NGA,2020,Nigeria,0,0.471356784,0.015075377,0,0,0.513567839,0,0
NIU_2020,NIU,2020,Niue,0,0.966900702,0,0,0,0,0,0.033099298
PRK_2020,PRK,2020,North Korea,0.015,0.02,0.123,0,0,0,0.129,0.713
MNP_2020,MNP,2020,Northern Mariana Islands,0.106747231,0.818731118,0.053373615,0,0,0,0.011077543,0.010070493
NOR_2020,NOR,2020,Norway,0,0.83197556,0,0,0,0.049898167,0,0.118126273
OMN_2020,OMN,2020,Oman,0,0.065306122,0,0.058163265,0,0.876530612,0,0
PAK_2020,PAK,2020,Pakistan,0,0.016,0,0.019,0,0.965,0,0
PLW_2020,PLW,2020,Palau,0,0.881993896,0,0,0,0,0.105798576,0.012207528
PSE_2020,PSE,2020,Palestinian territories,0,0.02002002,0,0,0,0.97997998,0,0
PAN_2020,PAN,2020,Panama,0,0.948822927,0,0,0,0,0,0.051177073
PNG_2020,PNG,2020,Papua New Guinea,0,1,0,0,0,0,0,0
PRY_2020,PRY,2020,Paraguay,0,0.971915747,0.017051153,0,0,0,0,0.011033099
PER_2020,PER,2020,Peru,0,0.968527919,0,0,0,0,0,0.031472081
PHL_2020,PHL,2020,Philippines,0,0.926780341,0.016048144,0,0,0.057171515,0,0
POL_2020,POL,2020,Poland,0,0.926853707,0,0,0,0,0,0.073146293
PRT_2020,PRT,2020,Portugal,0,0.913218971,0,0,0,0,0,0.086781029
PRI_2020,PRI,2020,Puerto Rico,0,0.978701826,0,0,0,0,0,0.021298174
QAT_2020,QAT,2020,Qatar,0.038539554,0.138945233,0,0.161257606,0,0.661257606,0,0
REU_2020,REU,2020,Reunion,0,0.881287726,0,0.04527163,0,0.042253521,0.011066398,0.020120724
ROU_2020,ROU,2020,Romania,0,1,0,0,0,0,0,0
RUS_2020,RUS,2020,Russia,0,0.732663317,0,0,0,0.114572864,0,0.152763819
RWA_2020,RWA,2020,Rwanda,0,0.947474747,0,0,0,0.022222222,0,0.03030303
SHN_2020,SHN,2020,St. Helena,0,0.966933868,0,0,0,0,0,0.033066132
KNA_2020,KNA,2020,St. Kitts and Nevis,0,0.955555556,0.013131313,0.015151515,0,0,0,0.016161616
LCA_2020,LCA,2020,St. Lucia,0,0.922379032,0,0,0,0,0.019153226,0.058467742
SPM_2020,SPM,2020,St. Pierre and Miquelon,0,0.948897796,0,0,0,0,0.013026052,0.038076152
VCT_2020,VCT,2020,St. Vincent and the Grenadines,0,0.886113886,0.01998002,0.033966034,0,0.014985015,0.01998002,0.024975025
WSM_2020,WSM,2020,Samoa,0,0.975830816,0,0,0,0,0,0.024169184
SMR_2020,SMR,2020,San Marino,0,0.927125506,0,0,0,0,0,0.072874494
STP_2020,STP,2020,Sao Tome and Principe,0,0.811811812,0.031031031,0,0,0,0.025025025,0.132132132
SAU_2020,SAU,2020,Saudi Arabia,0,0.044715447,0,0.013211382,0,0.942073171,0,0
SEN_2020,SEN,2020,Senegal,0,0.033033033,0,0,0,0.966966967,0,0
SRB_2020,SRB,2020,Serbia,0,0.916916917,0,0,0,0.05005005,0,0.033033033
SYC_2020,SYC,2020,Seychelles,0,0.946626385,0,0.021148036,0,0.011077543,0,0.021148036
SLE_2020,SLE,2020,Sierra Leone,0,0.206268959,0,0,0,0.793731041,0,0
SGP_2020,SGP,2020,Singapore,0.322322322,0.177177177,0.024024024,0.065065065,0,0.161161161,0.085085085,0.165165165
SVK_2020,SVK,2020,Slovakia,0,0.841046278,0,0,0,0,0,0.158953722
SVN_2020,SVN,2020,Slovenia,0,0.772772773,0,0,0,0.039039039,0,0.188188188
SLB_2020,SLB,2020,Solomon Islands,0,0.986828774,0.013171226,0,0,0,0,0
SOM_2020,SOM,2020,Somalia,0,0,0,0,0,1,0,0
ZAF_2020,ZAF,2020,South Africa,0,0.816161616,0,0.01010101,0,0.019191919,0,0.154545455
KOR_2020,KOR,2020,South Korea,0.222109533,0.305273834,0,0,0,0,0,0.472616633
ESP_2020,ESP,2020,Spain,0,0.755778894,0,0,0,0.033165829,0,0.211055276
LKA_2020,LKA,2020,Sri Lanka,0.686686687,0.072072072,0,0.137137137,0,0.104104104,0,0
SDN_2020,SDN,2020,Sudan,0,0.054054054,0.028028028,0,0,0.907907908,0,0.01001001
SUR_2020,SUR,2020,Suriname,0,0.527749748,0.056508577,0.189707366,0,0.144298688,0.019172553,0.062563068
SWZ_2020,SWZ,2020,Swaziland,0,0.895055499,0.010090817,0,0,0,0,0.094853683
SWE_2020,SWE,2020,Sweden,0,0.639593909,0,0,0,0.065989848,0,0.294416244
CHE_2020,CHE,2020,Switzerland,0,0.711382114,0,0,0,0.056910569,0,0.231707317
SYR_2020,SYR,2020,Syria,0,0.052,0,0,0,0.928,0,0.02
TWN_2020,TWN,2020,Taiwan,0.212,0.058,0.438,0,0,0,0.155,0.137
TJK_2020,TJK,2020,Tajikistan,0,0.018054162,0,0,0,0.966900702,0,0.015045135
TZA_2020,TZA,2020,Tanzania,0,0.631631632,0.011011011,0,0,0.341341341,0,0.016016016
THA_2020,THA,2020,Thailand,0.939148073,0,0,0,0,0.060851927,0,0
TLS_2020,TLS,2020,Timor-Leste,0,1,0,0,0,0,0,0
TGO_2020,TGO,2020,Togo,0,0.42555332,0.371227364,0,0,0.14084507,0,0.062374245
TKL_2020,TKL,2020,Tokelau,0,1,0,0,0,0,0,0
TON_2020,TON,2020,Tonga,0,1,0,0,0,0,0,0
TTO_2020,TTO,2020,Trinidad and Tobago,0,0.665662651,0.020080321,0.223895582,0,0.058232932,0.014056225,0.018072289
TUN_2020,TUN,2020,Tunisia,0,0,0,0,0,1,0,0
TUR_2020,TUR,2020,Turkey,0,0,0,0,0,0.987903226,0,0.012096774
TKM_2020,TKM,2020,Turkmenistan,0,0.064386318,0,0,0,0.935613682,0,0
TCA_2020,TCA,2020,Turks and Caicos Islands,0,0.926559356,0.027162978,0,0,0,0,0.046277666
TUV_2020,TUV,2020,Tuvalu,0,0.967967968,0,0,0,0,0.019019019,0.013013013
UGA_2020,UGA,2020,Uganda,0,0.876782077,0,0,0,0.123217923,0,0
UKR_2020,UKR,2020,Ukraine,0,0.857715431,0,0,0,0.017034068,0,0.125250501
ARE_2020,ARE,2020,United Arab Emirates,0.024217962,0.130171544,0,0.077699294,0,0.756811302,0,0.011099899
GBR_2020,GBR,2020,United Kingdom,0,0.603061224,0,0.016326531,0,0.062244898,0,0.318367347
USA_2020,USA,2020,United States,0.012232416,0.769622834,0,0,0.017329256,0.011213048,0,0.189602446
VIR_2020,VIR,2020,U.S. Virgin Islands,0,0.962436548,0,0,0,0,0,0.037563452
URY_2020,URY,2020,Uruguay,0,0.578680203,0,0,0,0,0,0.421319797
UZB_2020,UZB,2020,Uzbekistan,0,0.020181635,0,0,0,0.979818365,0,0
VUT_2020,VUT,2020,Vanuatu,0,0.934065934,0.03996004,0,0,0,0.013986014,0.011988012
VEN_2020,VEN,2020,Venezuela,0,0.902217742,0,0,0,0,0,0.097782258
VNM_2020,VNM,2020,Vietnam,0.16281407,0.084422111,0.452261307,0,0,0,0,0.300502513
WLF_2020,WLF,2020,Wallis and Futuna,0,0.987829615,0.012170385,0,0,0,0,0
ESH_2020,ESH,2020,Western Sahara,0,0,0,0,0,1,0,0
YEM_2020,YEM,2020,Yemen,0,0,0,0,0,1,0,0
ZMB_2020,ZMB,2020,Zambia,0,1,0,0,0,0,0,0
ZWE_2020,ZWE,2020,Zimbabwe,0,0.882472138,0.040526849,0,0,0,0,0.077001013
SSD_2020,SSD,2020,South Sudan,0,0.607429719,0.330321285,0,0,0.062248996,0,0
CUW_2020,CUW,2020,Curacao,0,0.954268293,0.012195122,0,0,0,0,0.033536585
SXM_2020,SXM,2020,Sint Maarten,0,0.954268293,0.012195122,0,0,0,0,0.033536585
BES_2020,BES,2020,Caribbean Netherlands,0,0.954268293,0.012195122,0,0,0,0,0.033536585
AFG_2030,AFG,2030,Afghanistan,0,0,0,0,0,1,0,0
ALB_2030,ALB,2030,Albania,0,0.155555556,0,0,0,0.844444444,0,0
DZA_2030,DZA,2030,Algeria,0,0,0,0,0,0.981945838,0,0.018054162
ASM_2030,ASM,2030,American Samoa,0,1,0,0,0,0,0,0
AND_2030,AND,2030,Andorra,0,0.910478128,0,0,0,0,0,0.089521872
AGO_2030,AGO,2030,Angola,0,0.906813627,0.041082164,0,0,0,0,0.052104208
AIA_2030,AIA,2030,Anguilla,0,0.914228052,0.02926337,0,0,0,0.016145308,0.040363269
ATG_2030,ATG,2030,Antigua and Barbuda,0,0.946083418,0.036622584,0,0,0,0,0.017293998
ARG_2030,ARG,2030,Argentina,0,0.876151484,0,0,0,0,0,0.123848516
ARM_2030,ARM,2030,Armenia,0,0.986908359,0,0,0,0,0,0.013091641
ABW_2030,ABW,2030,Aruba,0,0.921370968,0.014112903,0,0,0,0,0.064516129
AUS_2030,AUS,2030,Australia,0.031664964,0.57711951,0,0.019407559,0,0.036772217,0,0.335035751
AUT_2030,AUT,2030,Austria,0,0.772727273,0,0,0,0.071717172,0,0.155555556
AZE_2030,AZE,2030,Azerbaijan,0,0.023023023,0,0,0,0.976976977,0,0
BHS_2030,BHS,2030,Bahamas,0,0.971774194,0,0,0,0,0,0.028225806
BHR_2030,BHR,2030,Bahrain,0.035353535,0.136363636,0,0.106060606,0,0.701010101,0,0.021212121
BGD_2030,BGD,2030,Bangladesh,0,0,0,0.07979798,0,0.92020202,0,0
BRB_2030,BRB,2030,Barbados,0,0.966497462,0,0,0,0,0.014213198,0.01928934
BLR_2030,BLR,2030,Belarus,0,0.707707708,0,0,0,0.011011011,0,0.281281281
BEL_2030,BEL,2030,Belgium,0,0.581135903,0,0,0,0.090263692,0,0.328600406
BLZ_2030,BLZ,2030,Belize,0,0.882056452,0.015120968,0,0.01108871,0,0,0.091733871
BEN_2030,BEN,2030,Benin,0,0.509,0.182,0,0,0.255,0,0.054
BMU_2030,BMU,2030,Bermuda,0,0.76142132,0.030456853,0,0,0.011167513,0,0.196954315
BTN_2030,BTN,2030,Bhutan,0.753784057,0,0.019172553,0.227043391,0,0,0,0
BOL_2030,BOL,2030,Bolivia,0,0.958248473,0,0,0,0,0,0.041751527
BIH_2030,BIH,2030,Bosnia-Herzegovina,0,0.5,0,0,0,0.477,0,0.023
BWA_2030,BWA,2030,Botswana,0,0.804632427,0.032225579,0,0,0.012084592,0,0.151057402
BRA_2030,BRA,2030,Brazil,0,0.87662989,0.035105316,0,0,0,0,0.088264794
VGB_2030,VGB,2030,British Virgin Islands,0,0.851814516,0.084677419,0.012096774,0,0.012096774,0,0.039314516
BRN_2030,BRN,2030,Brunei,0.086606244,0.094662638,0.062437059,0,0,0.756294058,0,0
BGR_2030,BGR,2030,Bulgaria,0,0.801603206,0,0,0,0.146292585,0,0.052104208
BFA_2030,BFA,2030,Burkina Faso,0,0.210261569,0.153923541,0,0,0.635814889,0,0
BDI_2030,BDI,2030,Burundi,0,0.909,0.061,0,0,0.03,0,0
KHM_2030,KHM,2030,Cambodia,0.979757085,0,0,0,0,0.020242915,0,0
CMR_2030,CMR,2030,Cameroon,0,0.688311688,0.031968032,0,0,0.202797203,0.026973027,0.04995005
CAN_2030,CAN,2030,Canada,0.012,0.64,0.013,0.02,0.012,0.036,0.015,0.252
CPV_2030,CPV,2030,Cape Verde,0,0.896793587,0.014028056,0,0,0,0,0.089178357
CYM_2030,CYM,2030,Cayman Islands,0,0.857289528,0.046201232,0,0,0,0,0.09650924
CAF_2030,CAF,2030,Central African Republic,0,0.904081633,0,0,0,0.095918367,0,0
TCD_2030,TCD,2030,Chad,0,0.414829659,0.013026052,0,0,0.5501002,0,0.022044088
CHA_2030,CHA,2030,Channel Islands,0,0.857142857,0,0,0,0,0,0.142857143
CHL_2030,CHL,2030,Chile,0,0.879396985,0.014070352,0,0,0,0,0.106532663
CHN_2030,CHN,2030,China,0.185110664,0.05331992,0.220321932,0,0,0.022132797,0,0.519114688
COL_2030,COL,2030,Colombia,0,0.93030303,0,0,0,0,0,0.06969697
COM_2030,COM,2030,Comoros,0,0,0,0,0,1,0,0
COG_2030,COG,2030,Republic of the Congo,0,0.873873874,0.027027027,0,0,0.011011011,0.01001001,0.078078078
COD_2030,COD,2030,Democratic Republic of the Congo,0,0.966700303,0,0,0,0.016145308,0,0.01715439
COK_2030,COK,2030,Cook Islands,0,0.967741935,0,0,0,0,0,0.032258065
